Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"de Araújo Freitas Moreira K.L., Ábalos-Medina G.M., Villaverde-Gutiérrez C., Gomes de Lucena N.M., Belmont Correia de Oliveira A., Pérez-Mármol J.M.",57200627144;6507550187;6602076435;18634419600;57200629438;56497026300;,Effectiveness of two home ergonomic programs in reducing pain and enhancing quality of life in informal caregivers of post-stroke patients: A pilot randomized controlled clinical trial,2018,Disability and Health Journal,11,3,,471,477,,2,10.1016/j.dhjo.2018.01.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041946214&doi=10.1016%2fj.dhjo.2018.01.003&partnerID=40&md5=217736bd9289866901d7c75815added2,Caregivers; Ergonomics; Quality of life; Rehabilitation; Stroke,adult; Article; caregiver; comparative effectiveness; controlled study; ergonomics; female; home care; human; hygiene; kinesiotherapy; male; middle aged; neck pain; pain assessment; pain intensity; pilot study; priority journal; quality of life; randomized controlled trial; single blind procedure; social interaction; stress; stroke patient; aged; body position; cerebrovascular accident; disabled person; environmental planning; health status; human relation; musculoskeletal pain; nursing; physiotherapy; Adult; Aged; Caregivers; Disabled Persons; Environment Design; Ergonomics; Female; Health Status; Humans; Interpersonal Relations; Male; Middle Aged; Musculoskeletal Pain; Physical Therapy Modalities; Pilot Projects; Posture; Quality of Life; Single-Blind Method; Stroke,Article,Final,,Scopus,2-s2.0-85041946214
"Shrestha N., Kukkonen-Harjula K.T., Verbeek J.H., Ijaz S., Hermans V., Pedisic Z.",57210772690;6602726373;7005575160;55489407700;6602371712;24831070900;,Workplace interventions for reducing sitting at work,2018,Cochrane Database of Systematic Reviews,2018,6, CD010912,,,,34,10.1002/14651858.CD010912.pub4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048879789&doi=10.1002%2f14651858.CD010912.pub4&partnerID=40&md5=b0cef0392dd2f6b5f4fb4513e2105076,,analytical parameters; counseling; human; length of break; medical leave; outcome assessment; pain; randomized controlled trial (topic); Review; standing and stepping time; time spent sitting; walking; work environment; workplace; accelerometry; energy metabolism; epidemiology; ergonomics; furniture; meta analysis; sitting; statistics and numerical data; time factor; workplace; body position; adverse event; clinical effectiveness; clinical evaluation; energy expenditure; evidence based practice; exercise intensity; follow up; medical information; movement time; organizational policy; physical activity; priority journal; productivity; self report; work; work capacity; Accelerometry; Controlled Before-After Studies; Energy Metabolism; Ergonomics; Humans; Interior Design and Furnishings; Randomized Controlled Trials as Topic; Sitting Position; Time Factors; Workplace; Posture,Review,Final,"All Open Access, Green",Scopus,2-s2.0-85048879789
"Frederic V., Victor J.",6602819294;57202986992;,The amazing human factors and their dissonances for autonomous Cyber-Physical&Human Systems,2018,"Proceedings - 2018 IEEE Industrial Cyber-Physical Systems, ICPS 2018",,,,597,602,,9,10.1109/ICPHYS.2018.8390773,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050127210&doi=10.1109%2fICPHYS.2018.8390773&partnerID=40&md5=a4ac055908f59f50ec315cd213643da0,Action possibility; Autonomy; Availability; Competence; Cyber-Physical&Human Systems; Dissonance; Human factor,Availability; Embedded systems; Human engineering; Action possibility; Autonomy; Competence; Dissonance; Human system; Cyber Physical System,Conference Paper,Final,,Scopus,2-s2.0-85050127210
"Sousa I.C., Ramos S.",57203123731;57191753088;,"Working conditions, health and retirement intentions: a case study of truck drivers",2018,International Journal of Workplace Health Management,11,3,,114,129,,2,10.1108/IJWHM-02-2018-0019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050596307&doi=10.1108%2fIJWHM-02-2018-0019&partnerID=40&md5=fb693c9173038a899f9f68d732e2afd2,Health and safety; Occupational health and safety; Qualitative research; Retirement intentions; Truck drivers; Working conditions,aging; anxiety disorder; Article; backache; content analysis; driver; driving ability; ergonomics; exercise; family relation; general condition deterioration; health status; highway; human; interrater reliability; job satisfaction; job stress; knee pain; occupational accident; organizational policy; physical activity; physical well-being; pressure; priority journal; psychosocial care; reliability; retirement; semi structured interview; sleep deprivation; training; work environment,Article,Final,,Scopus,2-s2.0-85050596307
"Liu B., Ma L., Chen C., Zhang Z.",57200756650;55871122065;57200038234;55799827100;,Experimental validation of a subject-specific maximum endurance time model,2018,Ergonomics,61,6,,806,817,,4,10.1080/00140139.2017.1416180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038858799&doi=10.1080%2f00140139.2017.1416180&partnerID=40&md5=378b3f9e0f0d7796447f2a753418b06f,elbow flexion; fatigability; Maximum endurance time (MET); physical fatigue; Subject-specific MET model,Job analysis; Muscle; Normal distribution; elbow flexion; Endurance time; fatigability; Physical fatigues; Subject-specific; Population statistics; elbow; electromyography; endurance; ergonomics; exercise; female; human; male; muscle fatigue; muscle isometric contraction; normal human; physiology; procedures; task performance; time factor; validation study; young adult; Elbow; Electromyography; Ergonomics; Female; Healthy Volunteers; Humans; Isometric Contraction; Male; Muscle Fatigue; Physical Endurance; Physical Exertion; Task Performance and Analysis; Time Factors; Young Adult,Article,Final,,Scopus,2-s2.0-85038858799
"Edgar G.K., Catherwood D., Baker S., Sallis G., Bertels M., Edgar H.E., Nikolla D., Buckle S., Goodwin C., Whelan A.",7005803250;6602713517;56421168800;57191048483;25921878400;23093737000;56422357200;57200110589;57200110908;57200112262;,Quantitative Analysis of Situation Awareness (QASA): modelling and measuring situation awareness using signal detection theory,2018,Ergonomics,61,6,,762,777,,5,10.1080/00140139.2017.1420238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039704821&doi=10.1080%2f00140139.2017.1420238&partnerID=40&md5=44db70be94a3de47bae632b99d0afe86,bias; confidence; Dynamic situation awareness; signal detection theory; situated situation awareness; situational awareness; team situation awareness,"Ergonomics; Physical therapy; bias; confidence; Signal detection theory; Situation awareness; Situational awareness; Team situation awareness; Signal detection; awareness; human; physician; quantitative analysis; signal detection; theoretical study; perceptive discrimination; psychological model; psychological theory; Awareness; Humans; Models, Psychological; Psychological Theory; Signal Detection, Psychological",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85039704821
"Wildenbos G.A., Peute L., Jaspers M.",56728768100;15840793300;7005754901;,Aging barriers influencing mobile health usability for older adults: A literature based framework (MOLD-US),2018,International Journal of Medical Informatics,114,,,66,75,,78,10.1016/j.ijmedinf.2018.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052900291&doi=10.1016%2fj.ijmedinf.2018.03.012&partnerID=40&md5=2003197cc0c7372f8ae2f00f56c46e11,Aging barriers; eHealth; Elderly; Human factor design; mHealth; User experience,eHealth; Molds; Motivation; Usability engineering; User interfaces; Aging characteristics; Elderly; Empirical testing; Functional changes; Medical conditions; Usability studies; User experience; User interaction; mHealth; aging; cognitive aging; diabetes mellitus; health care utilization; hearing; human; mobile application; motivation; motor performance; physical capacity; priority journal; Review; rheumatic disease; telehealth; thematic analysis; vision; working memory; adult; aged; attitude to computers; computer interface; diabetes mellitus; meaningful use criteria; middle aged; mobile application; needs assessment; organization and management; psychology; statistics and numerical data; telemedicine; Adult; Aged; Aging; Attitude to Computers; Diabetes Mellitus; Humans; Meaningful Use; Middle Aged; Mobile Applications; Needs Assessment; Telemedicine; User-Computer Interface,Review,Final,,Scopus,2-s2.0-85052900291
"van Galen L.S., Bos P.P.P.",56809465000;57202465383;,You can keep your shirt on: A physician's auscultating s(k)in,2018,European Journal of Internal Medicine,52,,,e39,e40,,,10.1016/j.ejim.2018.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048495230&doi=10.1016%2fj.ejim.2018.03.003&partnerID=40&md5=7bb7cee733003f7ef6f15eb1fe4f0e67,Human factors; Patient-centred care; Physical examination; Standards of care,auscultation; doctor patient relation; human; Letter; physical examination; positron emission tomography; radiography; x-ray computed tomography; auscultation; clothing; health care quality; patient care; physician; procedures; standards; Auscultation; Clothing; Humans; Patient-Centered Care; Physicians; Standard of Care,Letter,Final,,Scopus,2-s2.0-85048495230
"Padmanathan V., Halim I., Zaid R., Yi Wei T., Padmanathan V.",57170740800;42861504000;54582029200;57202889671;57170740800;,Physical risk factors and observational tools for computer office workers–an overview,2018,International Journal of Mechanical Engineering and Technology,9,6,,694,704,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049683710&partnerID=40&md5=2cfd26f99ce614650bc61a2bf600fda5,Computer Office Workers; Ergonomics; Framework; Physical risk factors; Tools,,Article,Final,,Scopus,2-s2.0-85049683710
"Árnason K., Briem K., Árnason A.",57213055206;16051954700;7005786895;,Effects of an education and prevention course for university music students on their body awareness and attitude toward health and prevention,2018,Medical Problems of Performing Artists,33,2,,131,136,,4,10.21091/mppa.2018.2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048234193&doi=10.21091%2fmppa.2018.2021&partnerID=40&md5=16c4077f4ae1604d2976d004630ad703,,"adult; awareness; clinical article; comparative study; conference paper; controlled study; daily life activity; education; female; human; human experiment; male; music; physical activity; prospective study; questionnaire; student; warm up; attitude to health; ergonomics; health education; Iceland; kinesiotherapy; musculoskeletal disease; occupational disease; pilot study; university; young adult; Ergonomics; Exercise Therapy; Female; Health Education; Health Knowledge, Attitudes, Practice; Humans; Iceland; Male; Musculoskeletal Diseases; Music; Occupational Diseases; Pilot Projects; Prospective Studies; Students; Universities; Young Adult",Conference Paper,Final,,Scopus,2-s2.0-85048234193
"Neumann W.P., Winkel J., Palmerud G., Forsman M.",7102644413;7007100863;6602086768;55124384500;,Innovation and employee injury risk in automotive disassembly operations,2018,International Journal of Production Research,56,9,,3188,3203,,9,10.1080/00207543.2018.1432910,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042937746&doi=10.1080%2f00207543.2018.1432910&partnerID=40&md5=ca01dcd362bafc146e8cfd73bbcd7bef,back-track factory; corporate social sustainability; engineering design; ergonomics; human factors; manufacturing; physical workload; rationalisation,Ergonomics; Hazards; Health risks; Human engineering; Human resource management; Job analysis; Manufacture; Risk assessment; Sustainable development; Back track; Engineering design; Physical workloads; Rationalisation; Social sustainability; Engineering research,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85042937746
"Schall M.C., Jr., Sesek R.F., Cavuoto L.A.",54403901100;6508041496;55322327400;,Barriers to the Adoption of Wearable Sensors in the Workplace: A Survey of Occupational Safety and Health Professionals,2018,Human Factors,60,3,,351,362,,50,10.1177/0018720817753907,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042528126&doi=10.1177%2f0018720817753907&partnerID=40&md5=989fa20fce734aadee067dcea4e63120,consumer products; industrial/workplace ergonomics; musculoskeletal disorders; physical ergonomics; tools; work measurement,Accident prevention; Consumer products; Ergonomics; Health; Occupational risks; Safety engineering; Surveys; Tools; Wearable technology; Exposure assessment; Good Manufacturing Practices; Musculoskeletal disorders; Occupational safety and health; Occupational safety and healths (OSH); Physical ergonomics; Scientific community; Work measurement; Wearable sensors; adult; electronic device; ergonomics; health care personnel; human; musculoskeletal disease; occupational disease; occupational health; privacy; statistics and numerical data; workplace; Adult; Ergonomics; Health Personnel; Humans; Musculoskeletal Diseases; Occupational Diseases; Occupational Health; Privacy; Wearable Electronic Devices; Workplace,Article,Final,,Scopus,2-s2.0-85042528126
"Viviani C., Arezes P.M., Bragança S., Molenbroek J., Dianat I., Castellucci H.I.",36194509600;57197814099;56073215600;6602909040;36456723100;35221044400;,"Accuracy, precision and reliability in anthropometric surveys for ergonomics purposes in adult working populations: A literature review",2018,International Journal of Industrial Ergonomics,65,,,1,16,,12,10.1016/j.ergon.2018.01.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042929770&doi=10.1016%2fj.ergon.2018.01.012&partnerID=40&md5=ca04ee2231d5de799d63ea93b1d60a3a,Anthropometry; Measurement error; Measures; Physical ergonomics; Quality control,Anthropometry; Measurement errors; Product design; Quality control; Reliability; Surveys; Anthropometric measurement; Electronic database; Literature reviews; Measurement procedures; Measures; Physical ergonomics; Scientific literature; Working population; Ergonomics; adult; anthropometry; body position; ergonomics; human; measurement accuracy; measurement error; measurement precision; measurement repeatability; population research; priority journal; quality control; reliability; Review; skill; standardization; training; worker,Review,Final,"All Open Access, Green",Scopus,2-s2.0-85042929770
